Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2011-01-01,15.2,24.8,0.0,14.2,6.2,,,WSW,WSW,17.0,17.0,72.0,43.0,1012.6,1010.6,7.0,6.0,16.7,22.8,No,No
2013-11-15,16.4,24.7,0.0,,,SE,43.0,SSW,SSE,15.0,20.0,75.0,60.0,1015.8,1014.2,,,21.2,24.1,No,Yes
2016-04-11,8.5,22.4,0.0,,,SW,37.0,SSW,SSW,20.0,20.0,71.0,44.0,1021.8,1020.6,8.0,1.0,15.5,21.7,No,No
2009-09-20,14.4,29.2,0.0,6.0,9.2,W,59.0,NNE,WNW,9.0,17.0,35.0,34.0,1015.4,1012.4,6.0,7.0,22.4,26.5,No,No
2017-05-04,16.5,19.7,1.2,,,NW,35.0,NW,NW,13.0,15.0,93.0,100.0,1016.5,1014.7,,,17.8,18.8,Yes,Yes
2015-02-22,20.7,27.4,1.2,3.4,10.7,E,31.0,ESE,E,4.0,20.0,82.0,62.0,1017.7,1016.9,3.0,6.0,23.8,26.8,Yes,No
2012-04-15,3.7,22.4,0.0,1.0,8.5,NW,19.0,NW,WSW,6.0,7.0,81.0,41.0,1027.0,1023.1,3.0,,12.6,21.3,No,No
2015-02-28,21.5,28.9,23.2,,,ESE,44.0,SSE,NE,13.0,19.0,79.0,74.0,1011.4,1009.2,,,27.1,27.4,Yes,No
2013-08-07,-1.3,11.5,5.2,,,NNW,31.0,SE,NW,7.0,19.0,99.0,59.0,1014.0,1010.5,7.0,1.0,4.6,10.3,Yes,Yes
2009-03-30,10.1,24.4,0.0,7.0,8.9,ESE,43.0,SSE,SE,9.0,19.0,63.0,40.0,1025.3,1022.2,3.0,5.0,14.9,22.1,No,No
2011-01-17,13.9,26.0,0.0,15.0,13.3,SSW,39.0,SSW,SW,24.0,15.0,60.0,43.0,1011.7,1009.6,1.0,1.0,17.0,23.4,No,No
2012-03-21,16.5,21.2,0.0,,,WSW,52.0,NW,SW,24.0,22.0,65.0,38.0,1004.9,1008.1,7.0,3.0,21.2,18.5,No,No
2016-05-15,7.5,26.4,0.0,,,ENE,26.0,NNE,WNW,17.0,11.0,62.0,22.0,1022.1,1018.1,,,17.1,25.4,No,No
2016-01-30,22.5,29.2,16.6,,,NNW,44.0,N,N,13.0,20.0,100.0,100.0,1007.3,1005.4,,,26.8,27.8,Yes,No
2011-01-07,11.0,25.4,0.0,8.0,9.0,ENE,31.0,SE,NE,6.0,17.0,69.0,51.0,1014.3,1012.4,5.0,4.0,18.4,24.5,No,No
2011-05-05,10.4,18.0,0.0,2.8,9.8,E,28.0,ESE,NE,15.0,7.0,83.0,53.0,1027.3,1024.0,8.0,8.0,13.0,17.4,No,No
2009-05-13,11.4,20.9,0.0,,,W,26.0,WNW,,15.0,9.0,70.0,45.0,1016.2,1013.1,,,15.1,20.4,No,No
2015-03-09,13.2,24.5,0.0,4.0,8.3,NNW,44.0,NNE,WNW,11.0,19.0,61.0,29.0,1007.4,1007.7,2.0,5.0,17.0,21.8,No,No
2017-04-04,21.7,27.9,0.0,,,NNE,41.0,NNW,WSW,13.0,17.0,79.0,73.0,1010.5,1007.6,3.0,2.0,25.6,26.7,No,Yes
2015-12-14,4.2,21.9,0.0,6.0,10.4,SE,33.0,SE,SSE,13.0,15.0,71.0,48.0,1016.0,1016.1,3.0,,16.2,20.7,No,No
2014-01-22,12.5,27.2,0.0,8.4,5.4,SE,50.0,ENE,ESE,19.0,17.0,65.0,31.0,1019.5,1018.3,7.0,6.0,15.2,23.3,No,No
2009-01-10,16.3,24.0,0.0,7.6,6.1,ENE,48.0,E,NE,17.0,28.0,49.0,44.0,1017.0,1013.8,7.0,6.0,20.3,23.2,No,No
2013-06-22,3.5,18.6,0.0,,,ESE,19.0,S,NNW,9.0,7.0,84.0,34.0,1023.5,1021.1,,,8.3,18.3,No,No
2011-05-27,8.1,13.7,4.2,0.8,4.3,SW,30.0,SW,SW,11.0,13.0,,93.0,1022.4,1021.5,7.0,5.0,,12.2,Yes,Yes
2017-06-17,12.1,32.0,0.0,4.0,,ESE,35.0,SE,ESE,13.0,20.0,52.0,,1016.0,1012.5,2.0,,20.7,,No,No
2016-08-12,1.0,17.8,0.0,,,NNE,24.0,WNW,NNE,2.0,13.0,62.0,41.0,1024.4,1019.3,,,9.7,16.7,No,No
2011-09-07,3.6,13.2,2.8,2.4,3.8,,,NNE,ESE,9.0,11.0,74.0,68.0,1020.4,1020.3,5.0,6.0,9.0,10.9,Yes,No
2009-09-25,11.0,15.0,2.6,4.6,2.1,N,70.0,NNE,NNW,41.0,22.0,66.0,80.0,1002.8,999.1,7.0,8.0,13.3,13.4,Yes,Yes
2010-12-18,21.4,30.4,0.0,4.6,,WSW,30.0,W,WSW,7.0,11.0,47.0,52.0,1006.6,1004.8,7.0,7.0,27.0,27.3,No,Yes
2013-01-21,15.1,35.5,0.0,,,W,35.0,SE,WNW,9.0,15.0,59.0,15.0,1010.8,1006.9,,,21.5,34.1,No,No
2015-11-04,18.7,21.7,17.0,,,,,,,0.0,,98.0,,,,0.0,,19.0,,Yes,Yes
2013-07-03,8.1,19.7,0.0,2.2,9.5,ESE,26.0,NW,NE,19.0,13.0,68.0,48.0,1024.2,1020.6,1.0,0.0,11.2,18.7,No,No
2012-05-24,-1.5,14.0,0.0,3.2,2.2,N,31.0,,NNE,0.0,7.0,70.0,89.0,1020.8,1018.0,7.0,7.0,7.5,10.9,No,Yes
2015-08-17,2.7,21.8,0.0,5.2,11.0,SSE,43.0,WNW,SSE,4.0,17.0,33.0,17.0,1025.6,1021.2,0.0,0.0,12.7,21.1,No,No
2016-03-14,17.8,32.9,0.4,,,NE,41.0,ENE,SE,20.0,15.0,76.0,62.0,1017.6,1012.2,,,22.6,27.4,No,No
2009-10-09,6.6,24.4,0.0,8.0,9.3,SSW,37.0,ESE,SSW,20.0,19.0,38.0,13.0,1022.7,1019.1,0.0,1.0,15.4,23.2,No,No
2016-06-30,-4.3,7.8,0.0,,,NNW,41.0,,NNW,0.0,19.0,99.0,76.0,1021.3,1014.7,,,0.2,6.5,No,No
2014-03-08,14.6,28.7,0.0,2.4,9.5,ESE,44.0,ESE,E,13.0,17.0,80.0,44.0,1023.3,1018.5,,,17.7,26.8,No,No
2013-05-25,5.8,14.6,0.0,1.0,1.2,SW,24.0,,SW,0.0,13.0,96.0,68.0,1030.8,1029.3,8.0,8.0,10.2,14.4,No,No
2015-12-01,17.2,38.0,0.0,,,,,NW,,9.0,,69.0,,,,3.0,,25.4,,No,No
2014-12-25,,31.2,0.0,,,,,,SE,,9.0,,57.0,,,,5.0,,31.0,No,Yes
2012-02-19,13.4,25.0,0.0,,,SE,46.0,E,SE,19.0,28.0,68.0,51.0,1021.7,1020.0,,,21.0,22.9,No,No
2017-04-13,7.4,26.3,0.0,,,SW,33.0,N,W,7.0,19.0,70.0,26.0,1024.9,1021.7,,,15.4,25.6,No,No
2012-06-25,-2.4,2.3,3.0,,,SW,61.0,SW,SW,35.0,24.0,94.0,94.0,,,,,-0.4,0.6,Yes,Yes
2012-01-05,21.5,26.0,6.4,,,,,SE,SE,4.0,4.0,72.0,69.0,,,8.0,7.0,22.8,25.2,Yes,No
2012-05-09,10.9,26.9,0.0,2.4,,NNW,26.0,NNE,NNW,17.0,13.0,39.0,19.0,1021.9,1019.6,,0.0,17.8,26.5,No,No
2011-07-08,-2.0,18.4,0.0,3.4,,WSW,39.0,ENE,NNE,7.0,4.0,86.0,34.0,1023.0,1018.3,,,4.6,18.0,No,No
2014-07-31,13.9,25.0,0.0,6.6,10.1,NNW,61.0,NNW,NW,24.0,35.0,40.0,21.0,1014.2,1007.3,1.0,0.0,17.7,24.5,No,No
2016-08-23,6.0,14.0,3.6,1.8,9.2,SW,22.0,S,WSW,4.0,13.0,100.0,56.0,1018.2,1016.7,4.0,3.0,7.7,13.5,Yes,No
2008-12-09,24.8,33.4,0.0,7.6,4.0,SSW,39.0,ESE,NW,2.0,24.0,70.0,66.0,1009.3,1006.2,6.0,7.0,28.9,31.2,No,Yes
2015-05-22,8.5,12.1,0.6,1.2,0.7,SSE,28.0,SSE,SSE,11.0,17.0,77.0,67.0,1032.0,1032.1,7.0,8.0,11.1,11.5,No,No
2009-09-03,12.6,18.3,0.0,,,NNE,39.0,NNE,NNE,11.0,17.0,71.0,87.0,1019.8,1017.4,,8.0,17.9,14.9,No,Yes
2011-01-24,15.8,30.6,0.0,8.9,8.3,NW,48.0,NNW,WNW,11.0,19.0,66.0,44.0,1003.8,1001.7,7.0,6.0,21.7,27.2,No,No
2013-12-08,24.5,31.9,0.2,9.4,7.8,SE,46.0,SSE,SE,30.0,20.0,59.0,63.0,1013.5,1011.4,3.0,5.0,29.8,28.8,No,Yes
2010-03-11,13.9,31.2,0.0,,,ENE,43.0,NE,NNE,28.0,11.0,47.0,20.0,,,,,20.5,30.0,No,No
2016-07-28,5.7,21.6,0.0,,,NW,28.0,NNW,NW,17.0,9.0,65.0,35.0,,,,,14.1,19.7,No,No
2016-12-28,19.0,26.2,0.0,,,NE,50.0,NE,NE,17.0,37.0,79.0,70.0,1013.2,1009.6,,,23.3,23.8,No,No
2014-12-01,19.6,29.4,2.0,9.8,8.0,NE,54.0,NNW,NE,17.0,35.0,60.0,56.0,1010.9,1007.5,6.0,7.0,24.8,25.6,Yes,Yes
2016-12-11,12.9,19.3,1.0,6.4,8.9,S,33.0,SE,SSW,11.0,15.0,67.0,59.0,1024.4,1022.6,7.0,1.0,15.9,18.5,No,No
2016-08-28,11.8,15.0,12.6,,,,,S,,19.0,,100.0,,1004.6,1007.6,8.0,,12.0,,Yes,Yes
2015-07-11,5.8,11.2,6.0,1.4,4.0,NNW,63.0,NW,N,20.0,28.0,91.0,80.0,1003.3,998.2,7.0,7.0,7.0,7.2,Yes,Yes
2014-04-13,16.6,34.0,0.0,7.0,10.9,ENE,33.0,SSE,WSW,6.0,20.0,55.0,31.0,1019.2,1016.9,1.0,1.0,23.9,32.9,No,No
2010-11-28,18.0,22.0,4.6,4.2,0.3,NNE,52.0,NW,WNW,15.0,15.0,88.0,67.0,1008.4,1008.1,7.0,7.0,18.6,20.8,Yes,Yes
2009-12-24,21.1,23.2,0.0,,,SW,39.0,S,NW,11.0,13.0,57.0,59.0,1004.5,1006.6,8.0,8.0,21.4,22.9,No,Yes
2010-03-06,23.8,34.0,0.0,6.0,11.2,ENE,28.0,SE,NE,9.0,19.0,61.0,56.0,1010.0,1007.0,1.0,1.0,30.0,32.9,No,No
2013-12-02,11.1,24.2,0.0,7.6,12.6,SW,44.0,SSE,SW,20.0,28.0,44.0,39.0,1017.3,1015.5,2.0,1.0,20.6,23.2,No,No
2011-09-27,12.0,24.5,0.0,2.4,9.3,NE,54.0,NE,NE,30.0,35.0,55.0,33.0,1009.6,1003.1,2.0,4.0,17.6,23.9,No,No
2014-01-12,12.6,37.1,0.0,,,ENE,46.0,SW,SE,7.0,11.0,49.0,14.0,1017.6,1013.0,,1.0,22.5,35.5,No,No
2015-09-28,7.0,21.9,0.0,,,SE,28.0,S,SE,9.0,17.0,51.0,48.0,1020.8,1017.8,,,19.3,20.5,No,No
2013-05-17,8.1,19.8,0.0,3.4,2.6,S,33.0,SE,SSW,9.0,15.0,79.0,39.0,1021.6,1019.2,0.0,1.0,13.8,19.4,No,No
2015-09-07,,,,2.8,2.3,W,63.0,WNW,W,33.0,30.0,,,,,,,,,No,No
2011-09-17,9.1,21.5,,,8.5,WNW,46.0,NNE,NNW,7.0,30.0,77.0,40.0,1014.8,1010.7,1.0,3.0,16.0,21.3,No,No
2009-04-09,10.2,22.3,0.0,5.8,10.7,SW,26.0,SSW,WSW,4.0,15.0,64.0,44.0,1023.0,1019.2,,,16.4,21.6,No,No
2010-11-26,12.9,31.0,0.0,7.8,8.8,ENE,35.0,NNW,ENE,13.0,11.0,63.0,40.0,1017.8,1014.7,3.0,7.0,23.1,29.9,No,No
2009-03-02,25.8,31.1,0.0,5.6,3.9,S,24.0,S,W,6.0,13.0,85.0,85.0,1009.0,1006.1,4.0,5.0,28.3,28.0,No,Yes
2011-10-22,12.5,23.3,0.0,,,SSE,43.0,SE,SSE,20.0,19.0,72.0,73.0,1013.2,1011.5,,,17.1,19.0,No,No
2009-05-09,21.5,27.8,1.0,5.8,0.3,E,41.0,SSE,ESE,22.0,24.0,60.0,52.0,1017.5,1015.0,7.0,7.0,24.2,26.0,No,No
2011-02-23,13.1,19.3,0.0,3.8,11.9,E,35.0,E,SE,17.0,20.0,84.0,74.0,1026.4,1024.0,8.0,3.0,14.1,17.7,No,No
2016-02-09,22.3,27.3,0.8,,,S,39.0,SE,S,20.0,24.0,73.0,67.0,1020.1,1019.2,,,25.0,25.1,No,No
2011-03-14,18.8,35.4,0.0,10.0,11.2,E,67.0,ENE,NE,28.0,11.0,36.0,18.0,1015.2,1010.6,2.0,1.0,26.0,34.9,No,No
2013-11-09,20.4,29.0,0.0,9.6,12.3,ENE,37.0,E,ENE,19.0,28.0,54.0,50.0,1014.3,1010.9,2.0,4.0,26.9,27.8,No,No
2009-01-10,11.3,25.1,0.0,,,NE,35.0,SSE,E,6.0,19.0,,,1017.1,1012.7,,,17.2,23.3,No,No
2013-07-03,10.7,26.9,0.0,5.0,9.5,SE,48.0,SSE,SE,17.0,28.0,43.0,50.0,1018.5,1015.6,1.0,2.0,21.6,25.7,No,No
2013-05-17,6.3,19.6,0.0,3.6,10.2,WSW,48.0,SW,SW,13.0,26.0,76.0,35.0,1018.4,1015.5,1.0,6.0,13.4,18.3,No,No
2013-11-22,20.3,31.1,0.0,9.4,10.7,ENE,37.0,NNE,W,20.0,15.0,39.0,64.0,1006.0,1005.7,2.0,2.0,28.0,25.3,No,No
2013-10-14,7.6,23.2,0.0,3.8,10.8,,,SSW,SSW,6.0,20.0,73.0,70.0,1024.2,1019.3,0.0,5.0,13.5,18.0,No,No
2014-02-22,26.2,33.7,0.0,6.0,8.7,WNW,46.0,S,WNW,19.0,26.0,84.0,50.0,1009.4,1006.5,7.0,7.0,28.2,31.8,No,No
2015-05-25,1.0,14.2,0.0,,,NW,17.0,WNW,NNW,11.0,7.0,97.0,71.0,1032.2,1029.7,5.0,7.0,4.8,12.7,No,No
2012-10-19,5.9,18.2,0.0,,,SW,50.0,WSW,WNW,22.0,19.0,48.0,48.0,,,,,10.8,16.4,No,No
2009-11-25,17.0,32.3,0.0,1.3,,ENE,30.0,E,NE,9.0,11.0,75.0,39.0,1022.0,1016.5,,,22.5,30.9,No,No
2014-09-23,18.0,37.2,0.0,8.0,,NW,37.0,WNW,WNW,17.0,15.0,55.0,24.0,1013.9,1010.0,0.0,1.0,28.0,35.9,No,No
2010-08-17,3.4,15.2,0.0,3.4,,ENE,26.0,ESE,ENE,13.0,11.0,66.0,39.0,1023.4,1019.3,5.0,1.0,8.3,14.5,No,No
2009-02-11,14.3,20.2,0.0,6.8,0.7,SSE,54.0,S,S,31.0,33.0,48.0,46.0,1019.3,1019.6,7.0,7.0,15.9,18.1,No,No
2012-04-18,13.7,26.2,0.0,,,ESE,30.0,SSE,SSE,17.0,15.0,66.0,48.0,1022.1,1018.3,1.0,,19.7,26.0,No,No
2014-01-12,18.8,29.9,0.0,8.8,13.4,,,ENE,ESE,6.0,11.0,60.0,61.0,1011.0,1007.4,0.0,1.0,26.1,27.0,No,No
2009-12-16,22.8,41.9,0.0,13.4,12.7,NW,44.0,ENE,N,20.0,15.0,24.0,6.0,1014.9,1011.7,1.0,3.0,31.2,40.8,No,No
2012-11-18,10.2,23.8,0.0,,,W,39.0,S,WSW,9.0,19.0,57.0,40.0,1018.8,1017.6,,,16.0,20.5,No,No
2013-12-10,8.0,17.1,11.8,,,W,65.0,W,W,30.0,31.0,68.0,47.0,1006.9,1007.5,8.0,7.0,10.5,14.9,Yes,No
2014-09-17,12.7,18.8,0.0,4.0,2.2,ENE,33.0,NE,NNE,17.0,15.0,87.0,82.0,1018.9,1016.2,7.0,7.0,15.5,17.8,No,No
2012-01-19,23.3,30.3,13.8,4.8,4.0,WNW,35.0,S,ENE,9.0,20.0,79.0,78.0,1010.5,1007.8,7.0,7.0,27.5,28.9,Yes,No
2009-02-12,17.0,21.5,4.8,4.0,1.1,,,SSW,SE,28.0,31.0,80.0,64.0,1017.6,1019.0,7.0,7.0,19.1,19.9,Yes,Yes
2009-07-15,6.9,18.8,0.0,,,NNW,44.0,N,N,20.0,13.0,73.0,46.0,1017.7,1011.0,,,11.1,18.6,No,Yes
2009-09-11,,18.8,,,,N,31.0,SE,NNE,7.0,19.0,83.0,46.0,1022.2,1018.2,,,8.7,18.1,No,No
2010-07-31,7.0,14.4,4.8,4.8,6.0,NW,59.0,NNW,NW,9.0,19.0,95.0,94.0,1013.0,1010.6,,,9.0,13.2,Yes,Yes
2010-07-21,8.5,15.7,10.8,,,,,SW,SW,4.0,11.0,81.0,54.0,,,6.0,5.0,10.7,14.9,Yes,No
2016-05-25,9.6,18.8,0.6,,7.5,WNW,33.0,N,W,15.0,19.0,95.0,64.0,1012.5,1011.6,7.0,8.0,12.8,18.0,No,Yes
2012-06-04,2.3,18.9,0.0,3.4,9.0,SSE,44.0,SSW,SSE,6.0,20.0,60.0,34.0,1021.5,1018.1,0.0,2.0,10.9,17.9,No,No
2016-05-15,13.2,24.4,0.0,2.2,5.2,W,30.0,W,N,20.0,9.0,42.0,41.0,1017.4,1013.7,6.0,5.0,17.8,22.4,No,No
2008-08-25,5.4,17.4,0.0,4.6,9.2,,,NNE,WNW,13.0,17.0,44.0,29.0,1024.3,1020.7,,,13.5,16.5,No,No
2017-04-20,20.3,29.3,0.4,7.2,,ESE,44.0,S,SE,17.0,22.0,58.0,55.0,1018.6,1015.7,6.0,8.0,26.1,28.0,No,No
2011-02-08,22.9,34.8,0.0,,11.8,ESE,46.0,ENE,SSE,20.0,11.0,39.0,29.0,1009.6,1005.3,1.0,5.0,27.4,33.3,No,No
2012-08-03,6.5,16.2,0.4,1.8,9.1,N,50.0,N,WNW,31.0,6.0,60.0,46.0,1015.6,1013.1,3.0,6.0,10.0,15.0,No,No
2009-09-28,8.4,13.6,3.4,5.6,4.6,,,SW,SW,28.0,31.0,62.0,65.0,1011.6,1009.9,7.0,7.0,12.7,12.6,Yes,Yes
2012-11-27,19.4,23.9,0.2,4.4,1.0,NE,54.0,S,S,15.0,15.0,88.0,82.0,1014.2,1014.8,7.0,7.0,21.1,21.7,No,Yes
2015-03-31,10.3,27.2,0.2,3.2,8.3,SSW,22.0,NE,WNW,7.0,13.0,100.0,56.0,1025.5,1022.1,,,12.6,25.0,No,No
2015-03-30,14.3,27.8,0.0,6.4,4.4,SW,22.0,ENE,WSW,7.0,11.0,48.0,63.0,1016.2,1015.3,5.0,8.0,23.5,23.8,No,No
2015-05-11,15.2,21.0,0.0,,,W,48.0,WNW,WNW,11.0,17.0,49.0,48.0,1010.9,1009.9,,,18.2,20.1,No,No
2013-08-25,1.7,22.3,0.0,,,N,44.0,N,NNE,17.0,15.0,30.0,26.0,,,,,18.1,21.3,No,No
2012-05-24,21.9,27.6,0.8,1.8,1.5,S,33.0,SSE,SSE,17.0,13.0,85.0,83.0,1014.8,1012.7,7.0,8.0,24.9,26.0,No,Yes
2012-11-19,13.0,19.0,0.0,8.4,6.9,SSW,59.0,W,S,13.0,37.0,46.0,66.0,1014.3,1016.0,2.0,3.0,17.0,17.1,No,Yes
2016-05-15,14.2,17.9,0.0,,,WSW,70.0,NNW,WNW,24.0,22.0,76.0,45.0,,,8.0,6.0,16.1,15.8,No,No
2017-01-10,21.8,28.9,1.2,,,N,35.0,N,SE,17.0,11.0,76.0,74.0,1010.9,1008.8,7.0,4.0,24.2,25.7,Yes,No
2014-08-23,20.4,27.7,0.0,6.0,10.7,ESE,41.0,SSE,SE,26.0,30.0,62.0,55.0,1019.3,1015.7,2.0,3.0,23.8,25.9,No,No
2011-07-30,2.6,18.0,0.0,2.2,9.1,E,20.0,E,N,17.0,11.0,68.0,36.0,1024.9,1020.8,2.0,5.0,6.3,17.6,No,Yes
2013-11-21,12.9,24.3,0.0,15.3,,S,41.0,SSE,SW,26.0,24.0,58.0,26.0,1013.4,1011.1,7.0,7.0,15.3,22.0,No,No
2012-05-22,13.0,18.4,0.0,,,WSW,39.0,WSW,WSW,7.0,13.0,78.0,90.0,1025.8,1026.7,,,15.1,14.7,No,No
2009-05-31,1.7,17.1,0.0,,,NW,44.0,,SE,0.0,9.0,73.0,46.0,1034.1,1029.9,,,8.0,16.8,No,Yes
2010-11-23,17.1,28.9,0.0,8.4,10.3,ENE,48.0,E,ENE,26.0,30.0,53.0,32.0,1022.8,1020.2,6.0,7.0,21.1,28.4,No,No
2014-02-11,10.6,36.1,0.0,,,SE,33.0,SE,WSW,13.0,13.0,46.0,9.0,1014.0,1011.7,,,19.7,33.8,No,No
2010-10-16,11.1,27.3,0.0,7.8,11.9,SW,33.0,ENE,SE,15.0,11.0,38.0,16.0,1023.9,1019.2,0.0,0.0,18.9,26.1,No,No
2012-11-02,16.1,21.9,0.0,10.8,12.2,SSE,54.0,S,SSE,28.0,26.0,44.0,38.0,1015.2,1015.5,2.0,1.0,18.1,20.3,No,Yes
2015-10-31,17.3,22.3,0.0,7.2,4.5,N,56.0,NE,E,20.0,17.0,59.0,94.0,1017.6,1016.0,7.0,7.0,21.1,16.0,No,Yes
2013-11-22,13.6,24.1,3.8,,,ENE,35.0,SSE,E,13.0,17.0,99.0,64.0,1009.4,1007.5,,,14.3,21.7,Yes,Yes
2016-06-22,18.6,20.7,26.4,1.8,,W,61.0,WNW,NW,17.0,19.0,97.0,95.0,1014.8,1011.8,8.0,7.0,18.8,20.6,Yes,Yes
2013-03-26,9.3,27.5,0.0,5.2,,,,SW,NW,2.0,24.0,98.0,30.0,1019.4,1015.9,7.0,,14.1,26.0,No,No
2015-10-21,9.1,11.1,8.8,,,NW,52.0,NW,WNW,22.0,11.0,93.0,98.0,,,,,11.0,10.1,Yes,Yes
2013-09-04,12.3,27.6,0.0,,,WSW,37.0,NNE,NW,15.0,11.0,58.0,43.0,1023.3,1020.4,,,15.4,26.1,No,No
2015-04-29,6.7,23.3,0.0,,,NNE,39.0,NNE,NNE,20.0,19.0,51.0,28.0,,,,,15.4,21.5,No,No
2009-06-06,7.0,16.1,5.0,1.2,6.4,W,52.0,WNW,WNW,20.0,22.0,87.0,66.0,1010.1,1008.6,3.0,2.0,10.6,15.1,Yes,No
2013-04-01,13.0,28.0,0.0,8.0,11.4,ESE,39.0,ESE,ESE,31.0,20.0,51.0,22.0,1018.9,1016.0,2.0,2.0,19.8,27.4,No,No
2010-12-25,17.4,18.5,1.4,,,ESE,59.0,ESE,ESE,24.0,33.0,97.0,94.0,1018.7,1018.0,,,17.8,17.8,Yes,Yes
2009-04-12,16.8,23.9,5.4,2.4,4.2,NNE,20.0,ENE,ENE,4.0,7.0,89.0,68.0,1022.9,1020.2,7.0,5.0,18.5,22.9,Yes,No
2011-06-17,3.0,17.3,0.0,1.4,,W,57.0,N,WNW,11.0,30.0,67.0,53.0,1008.5,1007.1,,,13.6,14.8,No,No
2015-11-11,28.6,35.5,0.0,9.4,11.7,E,54.0,W,NW,17.0,37.0,64.0,62.0,1010.4,1006.5,1.0,1.0,31.5,33.1,No,Yes
2011-07-27,3.2,16.1,0.0,1.8,,ESE,19.0,ESE,SE,9.0,6.0,64.0,31.0,1029.1,1027.1,1.0,1.0,9.7,15.1,No,No
2009-01-26,12.6,25.0,0.0,,,,,,N,,11.0,,55.0,,,,,,23.3,No,No
2014-03-09,17.0,36.2,0.0,6.2,11.4,N,37.0,ENE,NNE,9.0,13.0,41.0,19.0,1017.5,1014.4,2.0,5.0,22.8,35.2,No,No
2011-01-19,15.9,28.2,0.0,,,E,39.0,,NNE,0.0,7.0,76.0,42.0,1009.2,1006.9,,,17.5,26.2,No,No
2010-02-17,11.2,23.0,0.0,5.2,12.8,ESE,31.0,NNE,SE,7.0,15.0,85.0,56.0,1017.4,1018.3,2.0,7.0,17.4,22.3,No,No
2009-06-27,9.9,13.0,8.6,,,WSW,63.0,NW,NW,30.0,28.0,87.0,86.0,998.3,993.9,,,10.3,12.9,Yes,Yes
2014-03-06,5.6,21.5,0.0,4.4,10.2,S,46.0,SSE,SSE,13.0,22.0,65.0,43.0,1022.5,1021.5,6.0,6.0,14.6,19.0,No,No
2014-03-19,13.0,24.8,0.1,2.5,10.5,ENE,28.0,E,E,15.0,9.0,79.0,49.0,1027.2,1024.1,4.0,1.0,14.9,22.8,No,No
2014-09-29,13.0,18.9,2.1,2.2,7.6,,,SE,ESE,9.0,19.0,83.0,57.0,1013.6,1014.0,6.0,4.0,15.6,18.5,Yes,Yes
2009-04-24,14.0,16.9,1.2,3.4,1.6,N,48.0,N,SSW,17.0,19.0,97.0,97.0,998.9,996.9,8.0,8.0,14.7,14.3,Yes,Yes
2012-02-09,17.5,30.5,0.0,7.8,12.8,ENE,31.0,ENE,WNW,17.0,9.0,68.0,34.0,1010.2,1007.9,1.0,3.0,22.7,30.0,No,No
2010-05-07,8.5,23.1,0.4,,,S,19.0,,S,0.0,9.0,99.0,56.0,1024.9,1021.3,,,13.7,22.3,No,No
2012-05-22,-4.5,15.7,0.0,,,NW,33.0,,W,0.0,17.0,85.0,41.0,1024.6,1021.1,,,3.6,15.1,No,No
2017-06-11,0.8,15.6,0.0,,,WSW,22.0,,W,0.0,11.0,98.0,62.0,1030.0,1026.6,,,6.6,15.2,No,No
2013-08-03,11.1,30.5,0.0,10.0,,SE,48.0,SE,SE,26.0,19.0,21.0,12.0,1018.6,1014.0,0.0,0.0,21.6,29.9,No,No
2016-07-06,7.0,12.4,27.8,,,S,54.0,S,S,35.0,30.0,93.0,95.0,1013.5,1015.8,8.0,8.0,12.4,11.2,Yes,Yes
2016-08-24,12.8,15.3,9.6,,,ESE,43.0,SE,S,31.0,24.0,100.0,100.0,1012.1,1006.5,,,14.7,14.3,Yes,Yes
2015-05-17,14.9,23.0,1.0,3.8,5.2,SSE,28.0,W,ESE,7.0,13.0,76.0,57.0,1030.1,1027.4,4.0,7.0,19.7,21.8,No,Yes
2015-05-18,11.5,19.3,0.0,2.0,0.5,W,20.0,W,SE,15.0,2.0,91.0,84.0,1031.8,1027.3,7.0,8.0,13.8,18.2,No,No
2011-06-29,4.5,18.4,0.0,1.0,9.1,NNE,39.0,N,NNE,11.0,19.0,82.0,46.0,1036.5,1033.9,0.0,0.0,6.6,17.9,No,No
2016-09-20,16.8,21.6,4.6,4.2,,WNW,56.0,WSW,WSW,33.0,33.0,90.0,63.0,1011.8,1010.2,8.0,1.0,19.7,20.5,Yes,No
2015-04-19,9.0,15.7,1.6,,,SSW,48.0,W,SSW,26.0,31.0,76.0,46.0,1024.0,1027.5,7.0,,11.9,14.7,Yes,Yes
2012-04-29,4.3,19.5,0.0,2.8,7.8,SSE,28.0,NNE,NE,4.0,9.0,86.0,49.0,1026.1,1023.2,3.0,6.0,13.4,18.7,No,No
2014-09-10,10.5,17.8,0.2,4.8,7.6,NW,63.0,NW,NW,19.0,37.0,67.0,54.0,1011.0,1010.4,4.0,5.0,14.7,16.4,No,Yes
2013-01-29,19.8,28.8,68.8,,,,,,SE,0.0,28.0,94.0,82.0,,,8.0,7.0,23.5,22.6,Yes,No
2016-07-23,4.7,10.4,3.6,,,WNW,76.0,NW,N,35.0,20.0,77.0,58.0,1002.5,1007.2,2.0,8.0,6.9,8.0,Yes,No
